EXP_ID,Torque,RPM,Power,Frecuencia,Caudal
221_30_HZ,-1.6783267259597778,480,84.3619000344358,30,9.446311688311688
222_30_HZ,-1.6783267259597778,484,85.0649158680561,30,9.439033038961039
223_30_HZ,-1.615999460220337,483,81.7366760043082,30,9.4408605
224_30_HZ,-1.615999460220337,490,82.92126551161701,30,9.427959090909091
225_30_HZ,-1.5624388456344604,500,81.80910486901149,30,9.40908658008658
226_30_HZ,-1.5624388456344604,501,81.97272307874951,30,9.407170733766234
227_30_HZ,-1.4933513402938843,499,78.03530719464551,30,9.410997227272727
228_30_HZ,-1.4933513402938843,496,77.5661570511908,30,9.416697974025974
229_30_HZ,-1.5032169818878174,492,77.4489263521864,30,9.424226181818183
230_30_HZ,-1.5032169818878174,490,77.13409331823439,30,9.427959090909091
231_30_HZ,-1.5814282894134521,489,80.9817155979015,30,9.429817746753248
232_30_HZ,-1.5814282894134521,492,81.4785359389929,30,9.424226181818183
233_30_HZ,-1.5798343420028687,494,81.7272943252344,30,9.420472476190477
234_30_HZ,-1.5798343420028687,494,81.7272943252344,30,9.420472476190477
235_30_HZ,-1.5800267457962036,496,82.06816583534001,30,9.416697974025974
236_30_HZ,-1.5800267457962036,500,82.73000588239921,30,9.40908658008658
237_30_HZ,-1.594646692276001,507,84.66444191767499,30,9.395566474025975
238_30_HZ,-1.594646692276001,512,85.4993969661727,30,9.385753281385282
239_30_HZ,-1.552408218383789,511,83.0721493870295,30,9.38772631818182
240_30_HZ,-1.552408218383789,509,82.7470137729903,30,9.391656794372295
241_30_HZ,-1.4962093830108643,507,79.4381157083392,30,9.395566474025975
242_30_HZ,-1.4962093830108643,505,79.1247503603774,30,9.399455357142857
243_30_HZ,-1.511021614074707,503,79.5916097625611,30,9.403323443722945
244_30_HZ,-1.511021614074707,498,78.8004406794343,30,9.412902675324675
245_30_HZ,-1.5351500511169434,498,80.05874831286499,30,9.412902675324675
246_30_HZ,-1.5351500511169434,492,79.0941850801799,30,9.424226181818183
247_30_HZ,-1.57966947555542,490,81.0570740789537,30,9.427959090909091
248_30_HZ,-1.57966947555542,490,81.0570740789537,30,9.427959090909091
249_30_HZ,-1.6182254552841187,489,82.86602583989219,30,9.429817746753248
250_30_HZ,-1.6182254552841187,489,82.86602583989219,30,9.429817746753248
251_30_HZ,-1.5978070497512817,491,82.1550816241099,30,9.426095235930736
252_30_HZ,-1.5978070497512817,493,82.4897255411124,30,9.422351928571429
253_30_HZ,-1.5786526203155518,493,81.50084764385831,30,9.422351928571429
254_30_HZ,-1.5786526203155518,492,81.3355315228768,30,9.424226181818183
255_30_HZ,-1.578542709350586,489,80.8339541524878,30,9.429817746753248
256_30_HZ,-1.578542709350586,485,80.17273571361271,30,9.437200378787878
257_30_HZ,-1.5964604616165161,481,80.4140348016459,30,9.444499824675326
258_30_HZ,-1.5964604616165161,477,79.7453110195116,30,9.451716084415585
259_30_HZ,-1.6251232624053955,475,80.8366909551872,30,9.45529301948052
